Date,Open,High,Low,Close,Adj Close,Volume
    2012-01-10,60.844284,60.857143,60.214287,60.462856,54.395779,64549100
    2012-01-11,60.382858,60.407143,59.901428,60.364285,54.307095,53771200
    2012-01-12,60.325714,60.414288,59.82143,60.19857,54.158012,53146800
    2012-01-13,59.957142,60.064285,59.808571,59.972858,53.954945,56505400
    2012-01-17,60.599998,60.855713,60.422855,60.671429,54.583416,60724300
